date,temperature,cloud_cover,sunshine_hours,energy_production_kWh
2000-01-01,-10.869160921179091,70,13.660863313590111,0.8196517988154068
2000-01-02,-10.689584830308982,28,10.931955148056996,1.5742015413202075
2000-01-03,-7.27520819513479,7,4.517450162953236,0.8402457303093018
2000-01-04,18.331165353055084,97,8.466605884977048,0.05079963530986233
2000-01-05,-5.507770812397922,27,4.629409338571627,0.6758937634314575
2000-01-06,43.632676249317136,6,6.948844171780594,1.3063827042947518
2000-01-07,8.056500559966342,83,7.50502458246584,0.25517083580383865
2000-01-08,-8.747358726995904,91,8.410341824775113,0.151386152845952
2000-01-09,17.410370084871317,36,9.641464169822218,1.2341074137372439
2000-01-10,28.38061263748959,28,4.186217283645362,0.6028152888449322
2000-01-11,26.6506569473363,11,0.7399626259167784,0.13171334741318655
2000-01-12,33.15502369516457,90,0.9672214621793236,0.019344429243586467
2000-01-13,33.54153916370988,50,2.589577325453865,0.2589577325453865
2000-01-14,42.87464631201481,79,0.6759289286382144,0.028389015002805003
2000-01-15,29.133019794496015,3,11.29435610514664,2.1911050843984485
2000-01-16,36.612030010667766,17,10.170115206288536,1.688239124243897
2000-01-17,38.20480059511549,100,4.077030651884303,0.0
2000-01-18,41.19940048194406,55,0.9337329099850868,0.08403596189865781
2000-01-19,12.915754947408718,20,9.40351819740983,1.5045629115855732
2000-01-20,41.30353227315153,3,5.54163771163008,1.0750777160562355
2000-01-21,23.275899713263698,8,1.4061728037545072,0.2587357958908293
2000-01-22,-1.4892949518496934,99,6.5899722855627605,0.013179944571125533
2000-01-23,-14.51271083583201,9,0.4968551570652422,0.09042763858587409
2000-01-24,14.939777459385837,27,7.743963175683939,1.1306186236498552
2000-01-25,32.377019367519736,27,6.299463760673566,0.9197217090583407
2000-01-26,44.75891480532845,75,6.353036580266288,0.3176518290133144
2000-01-27,38.96935099893376,66,9.42865049127677,0.6411482334068203
2000-01-28,11.885756790640158,8,7.509813216724547,1.3818056318773169
2000-01-29,31.873191363555883,28,0.5502354338285613,0.07923390247131283
2000-01-30,41.833205660077326,73,13.586673181266578,0.7336803517883953
2000-01-31,-10.894800387286454,85,1.358596655996221,0.04075789967988664
2000-02-01,37.95795938367703,87,9.294667635545387,0.2416613585241801
2000-02-02,8.783668498938532,53,12.40183383489386,1.1657723804800229
2000-02-03,44.719657611513924,72,9.57153014752774,0.5360056882615535
2000-02-04,-3.868544782429641,21,10.186924655724532,1.6095340956044761
2000-02-05,4.7377305881847676,82,9.917937066223447,0.3570457343840442
2000-02-06,21.27856492089696,29,2.7689431907529887,0.3931899330869244
2000-02-07,-7.020639047195454,37,10.756514627289706,1.355320843038503
2000-02-08,-8.024278306717301,69,13.624747689868272,0.8447343567718331
2000-02-09,-6.561269730673054,46,1.8121776830012262,0.19571518976413244
2000-02-10,-1.1317341288548288,57,7.578744629557917,0.6517720381419809
2000-02-11,7.365327219452709,29,8.237020508895363,1.1696569122631415
2000-02-12,10.068465219557506,81,8.11529887786309,0.30838135735879735
2000-02-13,17.120818145301463,40,6.848064618006491,0.821767754160779
2000-02-14,11.314122406448764,24,0.9414801399628403,0.14310498127435173
2000-02-15,-9.32424494470457,18,9.327795624249914,1.529758482376986
2000-02-16,-12.84850773180008,45,0.09473159658642705,0.010420475624506976
2000-02-17,-11.74151230426952,84,2.8629942013646366,0.09161581444366838
2000-02-18,6.045408666885081,100,7.84666390428073,0.0
2000-02-19,26.29823242618999,79,0.5744954469096462,0.024128808770205134
2000-02-20,18.372451875061074,90,0.5630339839404106,0.01126067967880821
2000-02-21,33.26945270614752,13,0.8249918037167645,0.14354857384671704
2000-02-22,36.85890978541901,78,10.681639747903596,0.46999214890775814
2000-02-23,42.405309212249136,84,0.08726284209023771,0.0027924109468876073
2000-02-24,20.566828591388067,67,13.849575064541098,0.9140719542597123
2000-02-25,41.62403641700615,40,9.6685426490576,1.1602251178869118
2000-02-26,32.37788829924332,59,1.1872949758846618,0.09735818802254227
2000-02-27,1.5588132721402879,25,1.339384987298536,0.2009077480947804
2000-02-28,7.58182808619841,52,9.529227318871452,0.9148058226116594
2000-02-29,36.61650185572884,22,9.74573550205383,1.5203347383203973
2000-03-01,35.0455290658235,85,3.6466249978943415,0.10939874993683027
2000-03-02,-4.228612307871453,32,4.0048336824591955,0.5446573808144506
2000-03-03,21.755966929936378,39,8.433333623450176,1.0288667020609215
2000-03-04,15.13083758722938,99,11.46690342966919,0.022933806859338404
2000-03-05,-14.693980840801972,97,0.5843011486394432,0.003505806891836662
2000-03-06,-11.716098996293045,64,4.28708606324018,0.3086701965532929
2000-03-07,34.0097087396336,51,6.010678565592814,0.5890464994280957
2000-03-08,13.958368547589409,27,6.830267593417933,0.9972190686390183
2000-03-09,30.954914301546545,28,3.236291542078304,0.4660259820592758
2000-03-10,-9.13937886396975,42,5.529057138456453,0.6413706280609487
2000-03-11,-1.245914978385347,97,9.693449196356324,0.058160695178138
2000-03-12,-12.566653987534762,68,4.439660187044928,0.28413825197087533
2000-03-13,10.33730240407898,40,10.983274873236033,1.3179929847883238
2000-03-14,12.027683793198364,84,8.733882540582133,0.27948424129862837
2000-03-15,15.457574827797565,74,2.452868878017218,0.12754918165689536
2000-03-16,6.307843754362878,29,6.863951259960229,0.9746810789143525
2000-03-17,23.802486614218694,56,6.382486702862224,0.5616588298518757
2000-03-18,32.13187990330374,69,1.889577555186606,0.11715380842156961
2000-03-19,37.26418832299087,49,10.344324716699997,1.0551211211033997
2000-03-20,21.8706283852801,64,0.41579513360037845,0.02993724961922725
2000-03-21,3.987557121343979,17,1.3985594195132145,0.23216086363919358
2000-03-22,32.69942656613283,93,7.27687613575049,0.10187626590050679
2000-03-23,33.898370161833085,59,0.6819297167205656,0.05591823677108638
2000-03-24,41.91449919026214,36,2.816953121894493,0.36056999960249514
2000-03-25,12.143939812250505,97,3.610202864545344,0.021661217187272087
2000-03-26,-1.4960476411176522,94,12.356865927123993,0.14828239112548808
2000-03-27,11.609818461792933,85,0.34133829294445595,0.01024014878833368
2000-03-28,24.346038473321734,24,11.797311448984066,1.7931913402455781
2000-03-29,23.24740330626247,71,5.349342783768378,0.310261881458566
2000-03-30,34.23963698068125,50,5.113573871413015,0.5113573871413015
2000-03-31,40.5973824806696,39,6.1368363229080725,0.7486940313947849
2000-04-01,14.827045495148628,100,12.910147416155333,0.0
2000-04-02,16.465263958718488,66,0.436837811197216,0.029704971161410684
2000-04-03,-1.8224977929357244,80,8.506644086263574,0.3402657634505429
2000-04-04,-0.8139925479671799,8,1.9097122046076151,0.35138704564780127
2000-04-05,26.739880446839088,35,10.14744408280525,1.3191677307646825
2000-04-06,32.3782556050582,89,1.7104397807258844,0.037629675175969456
2000-04-07,0.7647948681430208,89,0.8883279214955928,0.01954321427290304
2000-04-08,-12.843530113091667,68,6.871556596937492,0.43977962220399947
2000-04-09,4.163424542628633,8,3.693777892651846,0.6796551322479397
2000-04-10,37.3347869619194,9,10.29320880088095,1.873364001760333
2000-04-11,5.392485610250205,64,13.590893998819007,0.9785443679149686
2000-04-12,34.35539610521619,78,0.7822098605756009,0.03441723386532644
2000-04-13,12.730747230926504,48,12.390129311049678,1.2885734483491669
2000-04-14,-11.936654225669356,37,2.799155077317571,0.35269353974201395
2000-04-15,3.4451513869774075,8,9.979880224194932,1.8362979612518677
2000-04-16,39.894588956566245,42,5.870341857177183,0.6809596554325534
2000-04-17,-12.20954864400317,33,5.380172050572984,0.7209430547767799
2000-04-18,-12.562653180429246,7,10.463785155654767,1.9462640389517867
2000-04-19,33.14253828613403,6,9.083968469392975,1.7077860722458793
2000-04-20,27.55522623635646,49,2.5402542332701055,0.2591059317935508
2000-04-21,-2.470325493831229,73,2.964695597529173,0.16009356226657537
2000-04-22,-0.4716240454519891,48,13.379074058612973,1.3914237020957494
2000-04-23,5.439123655083087,0,8.252603384538716,1.6505206769077434
2000-04-24,-1.368115865691891,93,6.985403199454306,0.09779564479236022
2000-04-25,23.309914005306986,31,3.9266251838779302,0.5418742753751543
2000-04-26,34.6435819400422,60,4.3304799395999645,0.34643839516799724
2000-04-27,20.49369870167981,67,7.464071877778799,0.4926287439334007
2000-04-28,17.716675880122494,94,9.024914350808466,0.1082989722097017
2000-04-29,42.26462689007169,30,4.288701441714363,0.6004182018400109
2000-04-30,7.791715416700342,7,1.3358990257455239,0.24847721878866744
2000-05-01,39.38277320990221,44,6.617571419358544,0.741167998968157
2000-05-02,12.870046335578483,62,12.231457201837674,0.9295907473396633
2000-05-03,28.241900271793405,14,0.475399253974524,0.08176867168361814
2000-05-04,37.51011975170025,94,13.723575741911631,0.1646829089029397
2000-05-05,22.450139857880018,15,0.05535413460379979,0.009410202882645964
2000-05-06,40.724161116690624,95,11.623111263299197,0.11623111263299207
2000-05-07,19.48155208486307,92,2.010759450930719,0.03217215121489149
2000-05-08,-13.10756002451938,45,1.749888295174304,0.19248771246917348
2000-05-09,33.556731333927125,1,6.832475084891539,1.3528300668085247
2000-05-10,-1.4014510124722346,69,11.281093632250158,0.69942780519951
2000-05-11,30.305544704512755,1,5.18408318307149,1.0264484702481549
2000-05-12,41.773836373597916,72,6.350030045194173,0.35560168253087376
2000-05-13,10.647448267560904,11,9.41881275462758,1.6765486703237096
2000-05-14,6.17836551856832,87,8.373070134905497,0.21769982350754294
2000-05-15,1.816211045155253,66,13.0818336799938,0.8895646902395783
2000-05-16,0.8258613899341434,16,2.4379077960702547,0.4095685097398028
2000-05-17,21.480528034500423,3,12.028176405936042,2.3334662227515923
2000-05-18,15.971405711396326,45,2.8741828511853313,0.3161601136303865
2000-05-19,37.06529555997823,71,2.718995410778282,0.15770173382514038
2000-05-20,28.382245437568457,88,8.781757657272934,0.21076218377455042
2000-05-21,22.92045724549019,100,6.259043215420528,0.0
2000-05-22,23.465183108194502,74,4.683676026461836,0.2435511533760155
2000-05-23,-11.852580320787538,24,8.676777069529177,1.318870114568435
2000-05-24,15.724648702195374,58,1.2986334702268605,0.10908521149905631
2000-05-25,36.46276311891553,24,1.9721395744399215,0.2997652153148681
2000-05-26,8.398744090239546,74,6.848145857252571,0.3561035845771337
2000-05-27,12.665285635241137,14,7.595074325694437,1.3063527840194433
2000-05-28,9.074984329226002,26,3.3583398984101027,0.49703430496469525
2000-05-29,-0.6183975618855442,65,9.244057460379592,0.6470840222265715
2000-05-30,30.616254277691887,54,10.267269216745872,0.9445887679406201
2000-05-31,43.93517287736339,98,8.61641600003054,0.034465664000122194
2000-06-01,41.99251387104388,0,8.651205449956727,1.7302410899913454
2000-06-02,5.106534191872999,15,1.4972702693554667,0.2545359457904294
2000-06-03,-10.751097969501766,4,0.7667076073998993,0.14720786062078067
2000-06-04,-2.0899570850706652,12,10.128599860733832,1.7826335754891547
2000-06-05,13.610060294006313,17,3.536544697696116,0.5870664198175553
2000-06-06,-12.474886934551607,19,0.05661741639897633,0.009172021456634165
2000-06-07,34.894072613273345,2,0.1345479910388372,0.02637140624361209
2000-06-08,42.34359727449984,72,0.23417468876625036,0.013113782570910022
2000-06-09,-0.8293863873766831,83,2.7842348587075874,0.09466398519605801
2000-06-10,33.475879402903125,62,0.94795414101173,0.0720445147168915
2000-06-11,28.771599728512577,97,12.697459586215732,0.07618475751729446
2000-06-12,36.670733850355944,71,12.92777172298866,0.7498107599333425
2000-06-13,10.795772349823547,44,7.652778771090774,0.8571112223621669
2000-06-14,3.2677448548031442,96,7.347193597833544,0.05877754878266841
2000-06-15,41.45338597606142,89,4.4384420805236475,0.09764572577152024
2000-06-16,34.31439100705864,36,6.477432416762354,0.8291113493455814
2000-06-17,-8.542571937966066,0,12.716553746035089,2.543310749207018
2000-06-18,28.83515502419221,50,13.426353102360352,1.3426353102360353
2000-06-19,-1.9123054161431714,23,0.9602562517603221,0.14787946277108963
2000-06-20,-14.725650156809241,52,13.402121309053896,1.2866036456691743
2000-06-21,14.81490370917562,47,3.5129705583551454,0.3723748791856455
2000-06-22,29.18163877583133,65,4.128671442547154,0.2890070009783008
2000-06-23,5.531901449810274,72,6.5899769103603685,0.3690387069801807
2000-06-24,36.202637085255716,45,0.7772257948655852,0.08549483743521438
2000-06-25,43.01444313526123,73,8.641698721630089,0.4666517309680248
2000-06-26,38.10850709775612,50,8.605079617522309,0.8605079617522309
2000-06-27,22.75258836056559,0,4.833449837836268,0.9666899675672536
2000-06-28,-8.830200605650884,21,9.226836556718828,1.457840175961575
2000-06-29,1.8151151501004748,14,11.096773561273627,1.908645052539064
2000-06-30,29.85771505922007,26,1.4968873717890179,0.22153933102477466
2000-07-01,24.67548457353621,36,10.13605123804089,1.297414558469234
2000-07-02,-10.775682786886016,5,6.848649942421762,1.301243489060135
2000-07-03,24.90836701707834,3,13.60179018590765,2.638747296066084
2000-07-04,33.08411863267588,8,9.5174467030641,1.7512101933637947
2000-07-05,-1.6551510444268693,7,2.2529030571316646,0.4190399686264896
2000-07-06,-1.1645937523128946,6,13.639167155215766,2.5641634251805643
2000-07-07,39.375796293442725,81,6.698307156116627,0.25453567193243176
2000-07-08,33.66864038254772,44,8.543540498872591,0.9568765358737303
2000-07-09,37.973518468197675,81,10.806868961211482,0.4106610205260362
2000-07-10,18.48498718199457,29,10.722224280437912,1.5225558478221837
2000-07-11,40.16547457064877,35,4.166306514461781,0.5416198468800316
2000-07-12,-7.1270799337934925,79,7.8235540044179395,0.3285892681855534
2000-07-13,15.041335643556643,39,10.933966113403107,1.3339438658351792
2000-07-14,25.70802356046884,71,1.4675584857286084,0.08511839217225929
2000-07-15,21.68162384378813,47,8.220411004251785,0.8713635664506892
2000-07-16,34.274499746247706,67,12.56298221175213,0.8291568259756406
2000-07-17,11.975517953739786,45,7.756106834947309,0.8531717518442041
2000-07-18,34.94502874538328,2,3.80816050238695,0.7463994584678423
